asset_name,asset_code,asset_type,location,manager,is_active,start_date,end_date,parent
Newton-Kennedy Laptop 990,CODE-00797,Laptop,Storage Room,James Prince,True,2024-02-15,,
Bernard-Hill Router 116,CODE-00798,Router,Storage Room,Melissa Pena,True,2024-10-16,,
Burke-Wilkins Laptop 991,CODE-00799,Laptop,Data Center 1,Jonathan Burton,True,2022-10-26,,
Ross Group Router 437,CODE-00800,Router,Storage Room,Alicia Henderson,True,2022-09-28,,
Roberts-Brown Laptop 312,CODE-00801,Laptop,London Office,Andrea Smith,True,2025-01-02,,
Vega Group Software License 865,CODE-00802,Software License,New York Office,Michael Hansen,True,2020-12-07,,
Wilcox-Smith Printer 454,CODE-00803,Printer,Building A,Renee Russell,True,2024-06-19,,
Phillips-Simpson Phone 351,CODE-00804,Phone,Storage Room,Sarah Rogers,True,2022-08-28,,
Mckenzie-Pratt Phone 716,CODE-00805,Phone,Building A,Kaitlin Quinn DDS,False,2021-12-06,2023-10-16,
Gonzalez-Hobbs Phone 220,CODE-00806,Phone,New York Office,Kendra Sanchez,True,2025-05-27,,
"Simpson, Hill and Shah Laptop 906",CODE-00807,Laptop,Remote (Home),Robert Anderson,True,2023-12-01,,
"Jackson, Turner and Allen Router 900",CODE-00808,Router,Building A,Angel Lane,True,2023-05-05,,
Nash Inc Server 156,CODE-00809,Server,London Office,Kristi Owens,True,2022-02-05,,
"Carson, Hall and Pierce Monitor 436",CODE-00810,Monitor,Building A,Douglas Robinson,True,2022-10-11,,
Schwartz LLC Monitor 500,CODE-00811,Monitor,Storage Room,Teresa Williams,True,2023-11-25,,
"Andrews, Snyder and Gomez Router 456",CODE-00812,Router,Building A,Frank Garcia,True,2024-05-10,,
Martin-Burns Projector 211,CODE-00813,Projector,London Office,Colleen Evans,True,2025-09-10,,
Harris and Sons Projector 382,CODE-00814,Projector,Storage Room,William Jones,True,2023-08-22,,
"Proctor, Harris and Johnson Laptop 964",CODE-00815,Laptop,New York Office,Stephen Anderson,True,2024-02-16,,
Buchanan-Adams Router 445,CODE-00816,Router,New York Office,Christopher Hoover,True,2022-02-17,,
Cruz Ltd Printer 506,CODE-00817,Printer,London Office,Angela Harris,True,2021-03-14,,
Oconnell Group Router 613,CODE-00818,Router,New York Office,Jennifer Williams,True,2021-07-10,,
"Ray, Graves and Walker Monitor 804",CODE-00819,Monitor,London Office,Christine Lee,True,2021-08-27,,
King and Sons Phone 596,CODE-00820,Phone,Building B,Connie Jefferson,True,2021-09-03,,
Bishop PLC Printer 891,CODE-00821,Printer,Building A,Linda Crawford,False,2023-10-13,2024-01-05,
Norman Group Router 219,CODE-00822,Router,Building A,April Mckee,False,2024-02-03,2025-06-24,
Wong-Smith Software License 403,CODE-00823,Software License,Data Center 1,Nancy Conway,True,2023-05-13,,
"Erickson, Lee and Martinez Monitor 248",CODE-00824,Monitor,Storage Room,Jeffery Burke,True,2025-05-30,,
"Heath, Harris and Harris Desktop 553",CODE-00825,Desktop,Building B,Christopher Bennett,True,2024-05-01,,
Lopez-Escobar Desktop 655,CODE-00826,Desktop,New York Office,Lorraine Payne,True,2021-08-10,,
Lawrence-Ryan Phone 942,CODE-00827,Phone,London Office,Jennifer Novak,True,2024-10-17,,
Burns Inc Printer 438,CODE-00828,Printer,New York Office,Laura Ruiz,True,2024-06-12,,
"Patton, Little and Murphy Monitor 252",CODE-00829,Monitor,Building B,Deborah Ramirez,True,2022-06-12,,
Rice-Stevens Server 399,CODE-00830,Server,Building B,Frances Casey,True,2022-10-07,,
Rose-Adams Monitor 463,CODE-00831,Monitor,Building A,Jeff Lucas,True,2024-07-08,,
Miller-Maldonado Software License 824,CODE-00832,Software License,Building B,Melissa Holmes,True,2023-08-05,,
Bennett-Adams Desktop 455,CODE-00833,Desktop,Data Center 1,Bruce Taylor,True,2023-04-27,,
Chang Group Projector 129,CODE-00834,Projector,Remote (Home),Brandon Powell,True,2022-06-01,,
Mccormick-Chandler Phone 615,CODE-00835,Phone,Remote (Home),Laura Wilson,True,2022-11-06,,
Wright Group Phone 907,CODE-00836,Phone,Storage Room,Megan Romero,True,2024-07-15,,
Hart-Anderson Router 949,CODE-00837,Router,Data Center 1,Jennifer Kelly,True,2022-02-22,,
"Byrd, Grant and White Monitor 988",CODE-00838,Monitor,Remote (Home),Daniel Henry,True,2020-11-21,,
"King, Gibson and Miller Monitor 694",CODE-00839,Monitor,New York Office,Emily Green,True,2021-12-06,,
"Martinez, Ferrell and Smith Server 314",CODE-00840,Server,Building A,Dr. Colleen Mason,True,2021-03-09,,
"Taylor, Harris and Dunn Server 714",CODE-00841,Server,Remote (Home),Kristin Sawyer,True,2022-09-23,,
Rodriguez-Holmes Projector 707,CODE-00842,Projector,Data Center 1,Cheryl Knight,True,2020-11-29,,
Reynolds Ltd Software License 248,CODE-00843,Software License,Data Center 1,Henry Alvarez,True,2021-08-15,,
Roberts-Nelson Projector 535,CODE-00844,Projector,Data Center 1,Christopher Smith,True,2021-08-28,,
Thompson-Wright Server 861,CODE-00845,Server,Building A,Sarah Larsen,True,2024-02-21,,
"Alvarez, Williams and Gardner Router 436",CODE-00846,Router,London Office,Dustin Golden,True,2024-10-03,,
"Torres, Mercer and Dillon Server 415",CODE-00847,Server,Data Center 1,Charles Glenn,True,2022-04-04,,
"Crane, Anderson and Williams Software License 410",CODE-00848,Software License,Storage Room,Melissa French,True,2024-06-10,,
Nguyen-Sandoval Software License 171,CODE-00849,Software License,Remote (Home),Brian Brock,False,2022-10-10,2022-10-20,
"Evans, Hood and Simmons Laptop 238",CODE-00850,Laptop,Storage Room,Cody Dyer,True,2022-02-11,,
Jones PLC Laptop 744,CODE-00851,Laptop,Remote (Home),Martin Barrett,True,2025-10-20,,
Graham Group Server 469,CODE-00852,Server,Storage Room,Jessica Campbell,True,2025-04-02,,
Johnson-Garner Printer 860,CODE-00853,Printer,Data Center 1,Andrew Lloyd,True,2021-06-20,,
Gregory Inc Desktop 589,CODE-00854,Desktop,New York Office,Jeffrey Long,True,2025-03-22,,
Smith-Perez Laptop 836,CODE-00855,Laptop,New York Office,Christopher Clayton,True,2023-08-11,,
Brown Inc Router 146,CODE-00856,Router,New York Office,Carol Harrison,True,2023-03-31,,
Kelly LLC Desktop 142,CODE-00857,Desktop,Storage Room,Cheryl Duke,True,2024-04-01,,
Schmitt-Garcia Desktop 145,CODE-00858,Desktop,Data Center 1,James White,True,2021-05-02,,
"Coleman, Vasquez and Dennis Software License 502",CODE-00859,Software License,Remote (Home),Katrina Meyer,True,2021-08-19,,
"Lawson, Murphy and Williams Software License 396",CODE-00860,Software License,Remote (Home),Stefanie Richardson,True,2023-05-19,,
"Bates, Reynolds and Guerrero Monitor 731",CODE-00861,Monitor,Storage Room,Danielle Rojas,True,2025-03-10,,
Freeman Ltd Router 531,CODE-00862,Router,New York Office,Chelsea Davis,True,2025-03-03,,
Richards-Barnes Desktop 785,CODE-00863,Desktop,London Office,Kimberly Rodriguez,True,2024-11-28,,
"Perez, Grimes and Holt Router 751",CODE-00864,Router,Remote (Home),Carmen Jones,True,2024-08-19,,
Smith Group Printer 498,CODE-00865,Printer,Building A,Michael Jimenez,False,2021-07-14,2022-06-12,
Blackburn-Anderson Monitor 108,CODE-00866,Monitor,Remote (Home),Debra Roberts,True,2021-09-17,,
English Inc Software License 707,CODE-00867,Software License,Building B,Patricia Bass,True,2023-05-03,,
Russell and Sons Phone 172,CODE-00868,Phone,London Office,Brian Salinas,True,2020-11-22,,
Fowler PLC Laptop 904,CODE-00869,Laptop,Building B,Lisa Reyes,True,2024-01-22,,
Huff-Lawson Phone 967,CODE-00870,Phone,Data Center 1,Felicia Peterson,True,2025-09-15,,
Mueller LLC Router 561,CODE-00871,Router,Building B,Jerry Miller,True,2025-09-21,,
Davis Inc Monitor 846,CODE-00872,Monitor,Data Center 1,Anne Johnson,True,2023-01-31,,
Brown-Hall Router 573,CODE-00873,Router,Building B,Joshua Villarreal,False,2022-01-31,2025-07-15,
Taylor-Cameron Monitor 884,CODE-00874,Monitor,Data Center 1,Amy Watkins,True,2024-01-24,,
"Tanner, Jones and Chapman Projector 975",CODE-00875,Projector,New York Office,Jason Becker,True,2023-06-25,,
Lewis-Hall Projector 403,CODE-00876,Projector,Building B,Sharon Randall,True,2022-09-11,,
Young-Glass Phone 316,CODE-00877,Phone,Remote (Home),Angela Garcia MD,False,2024-06-06,2024-07-14,
Davis and Sons Phone 762,CODE-00878,Phone,Remote (Home),Andrea Kramer,True,2021-04-29,,
Freeman-Lamb Phone 922,CODE-00879,Phone,Storage Room,Jesse Brown,True,2020-11-18,,
Watts-Christensen Desktop 408,CODE-00880,Desktop,London Office,Kyle Nichols,True,2023-05-24,,
"Alexander, Casey and Black Printer 423",CODE-00881,Printer,Building B,Mr. Jason Frazier,True,2022-03-15,,
Gomez and Sons Phone 579,CODE-00882,Phone,Building A,Abigail Barnett,True,2025-02-05,,
Conner Group Laptop 536,CODE-00883,Laptop,Building A,Anita Richards,True,2024-02-24,,
"Lawson, Anderson and Craig Router 145",CODE-00884,Router,New York Office,Michael Boone,True,2023-05-21,,
"Khan, Roberts and Campbell Monitor 253",CODE-00885,Monitor,Remote (Home),Stephanie Sparks,True,2022-09-15,,
"Mcgee, Adams and Gordon Server 812",CODE-00886,Server,Building B,Theresa Thomas,True,2021-12-14,,
"Pena, Sanchez and Howard Projector 551",CODE-00887,Projector,New York Office,Sarah Taylor,False,2023-07-10,2024-01-04,
"Cisneros, Bell and Rivera Printer 603",CODE-00888,Printer,Building B,Roy Rogers,True,2022-03-29,,
"Bradley, Cruz and Bailey Router 196",CODE-00889,Router,Remote (Home),Laura Pruitt,True,2021-01-28,,
Clements-Nelson Desktop 984,CODE-00890,Desktop,Storage Room,Danielle Thompson,True,2021-08-01,,
Wilkinson LLC Monitor 593,CODE-00891,Monitor,London Office,Steven Williams,True,2022-11-02,,
"Ramsey, Alvarado and Higgins Software License 755",CODE-00892,Software License,Storage Room,Julian Atkinson,True,2023-06-10,,
"Hall, Scott and Leonard Server 893",CODE-00893,Server,Remote (Home),Greg Olsen,True,2025-06-29,,
Dennis PLC Projector 888,CODE-00894,Projector,Data Center 1,Brett Smith,True,2024-03-14,,
Munoz-Johnston Laptop 914,CODE-00895,Laptop,Building B,Victor Alvarez,False,2021-08-17,2022-05-31,
Gray-Farmer Laptop 732,CODE-00896,Laptop,Storage Room,Derrick Carpenter,True,2023-08-07,,
"Obrien, Austin and Collins Monitor 631",CODE-00897,Monitor,Remote (Home),Maria Barrett,True,2024-12-24,,
Hoffman Inc Projector 489,CODE-00898,Projector,Building B,Bryan Reid,True,2025-03-21,,
"Brown, Brewer and Williams Desktop 304",CODE-00899,Desktop,Storage Room,Misty Moreno,True,2023-11-23,,
"Edwards, Cole and Houston Laptop 850",CODE-00900,Laptop,Building B,Elizabeth Smith,True,2022-02-01,,
Harris-Young Monitor 742,CODE-00901,Monitor,New York Office,Derrick Mueller,True,2023-12-28,,
Holden-Hebert Laptop 180,CODE-00902,Laptop,Storage Room,Mrs. Nancy Butler,True,2021-04-16,,
"Page, Ibarra and Tucker Monitor 325",CODE-00903,Monitor,Building B,Melissa Mcdonald,True,2022-02-21,,
Sims-Galvan Printer 869,CODE-00904,Printer,Storage Room,Steven Foley,True,2021-11-13,,
Ramirez Group Projector 555,CODE-00905,Projector,Storage Room,Yolanda Jackson,True,2025-05-26,,
Maddox-Salazar Server 401,CODE-00906,Server,Data Center 1,Jennifer Richardson,True,2024-11-25,,
Butler and Sons Monitor 118,CODE-00907,Monitor,Building A,Jonathon Chavez,False,2022-08-01,2025-08-06,
"Huang, Welch and Lopez Desktop 715",CODE-00908,Desktop,Storage Room,Denise Brooks,True,2022-05-25,,
Morris-Pugh Phone 773,CODE-00909,Phone,Building A,Marcus Simpson,True,2025-07-25,,
Montoya-Collins Desktop 690,CODE-00910,Desktop,New York Office,Jesse Ferguson,True,2023-03-26,,
"Larson, Jones and Estrada Server 560",CODE-00911,Server,Remote (Home),Dr. Diane Peck,False,2024-12-18,2025-06-19,
"Lane, Burgess and Welch Software License 414",CODE-00912,Software License,Remote (Home),Laura Roth,True,2022-12-07,,
Morgan-Santana Projector 296,CODE-00913,Projector,Storage Room,Roy Mooney,True,2025-05-31,,
Perkins-Johnson Projector 529,CODE-00914,Projector,Building B,Lori Larsen,True,2023-07-10,,
"Brooks, Salazar and Middleton Projector 112",CODE-00915,Projector,Building B,Pamela Green,True,2022-01-26,,
Sampson LLC Software License 773,CODE-00916,Software License,Remote (Home),Andrew Friedman,True,2022-03-17,,
Wood-Kelly Router 795,CODE-00917,Router,Building B,John Hill,True,2020-12-11,,
"Austin, Davis and Thompson Router 493",CODE-00918,Router,London Office,Bobby Smith,False,2022-07-02,2024-01-23,
Lopez-Miller Router 821,CODE-00919,Router,Building B,Tony Zimmerman,True,2025-05-08,,
"Kim, Smith and Murray Projector 209",CODE-00920,Projector,Building B,Brandon Mitchell Jr.,True,2025-08-22,,
"Parsons, Morris and Pace Server 955",CODE-00921,Server,Data Center 1,Arthur Clark,True,2023-03-24,,
May-Chambers Monitor 394,CODE-00922,Monitor,Data Center 1,Jerome Wong,False,2024-08-06,2025-05-04,
Sutton-Wilson Projector 416,CODE-00923,Projector,Storage Room,William Martinez,True,2021-02-23,,
"Mitchell, Gonzalez and Diaz Software License 250",CODE-00924,Software License,Data Center 1,Ashley Hunt,True,2021-09-30,,
Haynes-Allen Monitor 266,CODE-00925,Monitor,New York Office,Melinda Thomas,True,2023-01-23,,
"Anderson, Jones and Stout Projector 930",CODE-00926,Projector,Storage Room,Kenneth Wyatt,True,2024-06-07,,
Alexander and Sons Projector 128,CODE-00927,Projector,New York Office,Brian Schultz,True,2025-01-28,,
Johnson Group Desktop 152,CODE-00928,Desktop,Building B,Carmen Marks,True,2024-01-27,,
Thomas and Sons Printer 282,CODE-00929,Printer,Remote (Home),Paige Elliott,True,2022-07-29,,
"Brown, Schultz and James Desktop 599",CODE-00930,Desktop,Data Center 1,Jessica Andersen,True,2024-04-24,,
Klein-Moore Printer 764,CODE-00931,Printer,New York Office,Amanda Allen,True,2022-10-12,,
Turner-Reed Server 377,CODE-00932,Server,Data Center 1,Gina Duffy,True,2024-10-05,,
"Newman, Cooper and Rodriguez Software License 452",CODE-00933,Software License,London Office,Sally Hill,True,2022-01-07,,
Bridges-Dunn Software License 281,CODE-00934,Software License,Data Center 1,Jason Wagner,False,2024-08-23,2025-10-17,
Thompson-Gutierrez Monitor 368,CODE-00935,Monitor,Storage Room,Tiffany Jones,True,2025-10-02,,
Kemp PLC Server 315,CODE-00936,Server,Remote (Home),Chelsea Melendez PhD,True,2023-03-26,,
Costa-Fox Phone 228,CODE-00937,Phone,Data Center 1,Joshua Jones,True,2024-07-21,,
Garcia PLC Server 916,CODE-00938,Server,London Office,Stephen Hudson,True,2022-07-13,,
Weeks and Sons Projector 967,CODE-00939,Projector,London Office,Patricia Daniels,True,2022-11-12,,
Parker Ltd Laptop 411,CODE-00940,Laptop,Storage Room,Matthew Perry,True,2021-06-21,,
"Best, Johnson and Perkins Router 295",CODE-00941,Router,Storage Room,Mrs. Elizabeth Perez,False,2024-02-28,2024-06-29,
"Rosario, Lang and Mcmahon Laptop 431",CODE-00942,Laptop,London Office,Jennifer Robinson,True,2023-04-27,,
"Morris, Yates and Tucker Monitor 582",CODE-00943,Monitor,Building B,Lauren Phillips,True,2021-10-05,,
"Long, Pham and Jones Printer 404",CODE-00944,Printer,Building B,Stephanie Wagner,True,2024-11-26,,
"Cunningham, Martin and Moreno Server 253",CODE-00945,Server,Building B,Kelli Matthews,True,2024-02-19,,
Mcdowell-Baker Printer 974,CODE-00946,Printer,Storage Room,Stefanie Jones,True,2025-04-15,,
Lowe-Taylor Projector 884,CODE-00947,Projector,Data Center 1,Christine Sweeney,True,2024-06-20,,
Wright and Sons Software License 380,CODE-00948,Software License,London Office,Kathleen Mendez,True,2024-01-13,,
"Murphy, Rojas and Spencer Printer 600",CODE-00949,Printer,New York Office,Jeremy Davis,True,2022-01-03,,
Roberts-Williams Phone 863,CODE-00950,Phone,Data Center 1,Bradley Randolph,True,2022-10-27,,
May-Carr Laptop 790,CODE-00951,Laptop,Building A,Steven Mullins,True,2022-07-01,,
Arnold-Jordan Desktop 362,CODE-00952,Desktop,Building A,Julie Henderson,True,2020-11-16,,
Medina Ltd Projector 855,CODE-00953,Projector,New York Office,Ryan Miller,True,2024-08-16,,
"Dalton, Melendez and Bass Phone 454",CODE-00954,Phone,Remote (Home),Erin Valenzuela,True,2021-07-19,,
"Kim, Ramirez and Carroll Router 427",CODE-00955,Router,Data Center 1,Cassandra Travis,True,2021-04-12,,
Bailey PLC Laptop 864,CODE-00956,Laptop,New York Office,Mrs. Tanya Knox,False,2022-02-07,2024-09-14,
Daugherty-Carlson Server 502,CODE-00957,Server,New York Office,Bonnie Perez,True,2022-04-15,,
Wright-Jones Monitor 561,CODE-00958,Monitor,Storage Room,Johnny Bailey,True,2022-10-04,,
"Wilson, Brooks and Rocha Monitor 727",CODE-00959,Monitor,New York Office,Jacob Ferguson,True,2024-07-28,,
"Stevens, Frank and Bridges Phone 589",CODE-00960,Phone,New York Office,Jason Walker,True,2024-04-21,,
"Mcclain, Hanson and Alvarado Printer 251",CODE-00961,Printer,London Office,Kimberly Rodriguez,True,2021-03-27,,
Higgins-Wilson Software License 127,CODE-00962,Software License,New York Office,Christopher Hammond,True,2025-03-17,,
Martinez-Williams Monitor 445,CODE-00963,Monitor,New York Office,Michael Allen,True,2021-01-11,,
"Brown, Lowe and Bryant Software License 342",CODE-00964,Software License,New York Office,Alexis Walker,False,2022-04-24,2022-09-03,
"Malone, Williams and Galvan Monitor 156",CODE-00965,Monitor,London Office,Sheryl Guerrero,True,2024-04-11,,
Shea-Gallagher Projector 428,CODE-00966,Projector,Data Center 1,Robert Smith,True,2023-05-03,,
Diaz LLC Desktop 318,CODE-00967,Desktop,Storage Room,Jennifer Meyer,True,2021-01-25,,
"Parsons, Williams and David Monitor 685",CODE-00968,Monitor,Storage Room,Linda Flores,True,2024-07-07,,
Smith and Sons Server 897,CODE-00969,Server,New York Office,Justin Farrell,True,2021-02-01,,
"Walker, Lamb and Bradford Phone 438",CODE-00970,Phone,Building A,Eddie Murphy,True,2023-05-13,,
Hunt-Franco Server 811,CODE-00971,Server,London Office,Jeremy Owen,True,2023-01-26,,
Ortiz-Martinez Server 794,CODE-00972,Server,Data Center 1,Lisa Martin,True,2024-10-15,,
Smith-Ward Phone 819,CODE-00973,Phone,Storage Room,Jeremy Tapia,True,2025-04-12,,
Sherman-Moon Laptop 217,CODE-00974,Laptop,Storage Room,Joseph Lamb,True,2024-08-18,,
Johnston Group Desktop 437,CODE-00975,Desktop,Remote (Home),Jodi Moore,True,2023-06-27,,
"Wheeler, Aguilar and Farmer Software License 138",CODE-00976,Software License,Building A,Nicholas Stewart,True,2020-11-10,,
Johnson-Mitchell Phone 243,CODE-00977,Phone,Building A,Cynthia Hall,True,2023-10-10,,
Smith-Hill Printer 961,CODE-00978,Printer,Building A,Sandra Bender,True,2022-05-03,,
Salazar Group Printer 236,CODE-00979,Printer,Building A,Cindy Carter,True,2021-12-28,,
Morrow PLC Software License 952,CODE-00980,Software License,Remote (Home),Ann Leon,True,2021-11-26,,
"Walker, Peters and Graham Server 762",CODE-00981,Server,Data Center 1,Breanna Carter,True,2021-10-11,,
"Mitchell, Woods and Brooks Phone 627",CODE-00982,Phone,Data Center 1,Janet Gray,True,2024-05-29,,
Montgomery-Hess Server 402,CODE-00983,Server,Building B,Caleb Phillips,True,2022-11-11,,
Gentry-Nichols Phone 487,CODE-00984,Phone,Building A,Melissa Clark,True,2022-11-19,,
"Petersen, Pierce and Anderson Printer 330",CODE-00985,Printer,Building A,Scott James,True,2025-07-16,,
Henderson-Foley Printer 795,CODE-00986,Printer,Building A,Allison Church,True,2025-03-11,,
"Griffin, Miller and Mendez Laptop 864",CODE-00987,Laptop,New York Office,Julie Edwards,True,2024-09-26,,
"Moreno, Sherman and Smith Phone 445",CODE-00988,Phone,Building A,William Gonzales,True,2024-01-14,,
Smith-Wilson Phone 784,CODE-00989,Phone,Storage Room,Sarah Parker,True,2023-09-26,,
Jordan-Mayo Server 435,CODE-00990,Server,Building B,Lawrence Thomas,True,2023-12-24,,
Robertson-Daniels Projector 988,CODE-00991,Projector,Storage Room,Nancy Taylor,True,2025-02-12,,
"Vasquez, Hughes and Travis Laptop 228",CODE-00992,Laptop,Building B,Amy Lyons,False,2022-02-10,2025-05-28,
Richmond and Sons Printer 470,CODE-00993,Printer,Storage Room,Megan Velasquez,True,2023-09-13,,
Church Inc Printer 994,CODE-00994,Printer,Storage Room,Brianna Shepard,True,2020-12-05,,
Whitehead LLC Software License 768,CODE-00995,Software License,Building A,Danielle Evans,True,2022-06-06,,
"Arnold, Bailey and Lamb Printer 602",CODE-00996,Printer,Building A,Michael Chen,True,2023-12-04,,
Williams Ltd Phone 628,CODE-00997,Phone,London Office,Kimberly Austin,True,2022-12-24,,
"Munoz, Wood and Soto Phone 251",CODE-00998,Phone,Remote (Home),Jake Walls,True,2021-02-09,,
"Aguilar, Thomas and Dean Printer 708",CODE-00999,Printer,Data Center 1,Christina Carter,True,2022-11-01,,
Jennings LLC Router 783,CODE-01000,Router,Remote (Home),Alice Houston,True,2025-08-25,,
